nome;colecao;arte;foil;lingua;quantidade;valor
Faerie Mastermind;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424a565bcb8d-l2agy-eqjho-16862202476424a565bcbd8.jpg;não;pt;2;R$ 100.00
Kogla and Yidaro;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/64274187279d9-v0yhn-5v8qz-17311208616427418727a19.jpg;não;pt;2;R$ 3.00
Chrome Host Seedshark;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6425ad23a4e66-fnu8w-tw5mn-9258829616425ad23a4ea8.jpg;não;pt;2;R$ 14.55
City on Fire;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/642741778996a-w76f8-ablqv-207948563164274177899aa.jpg;não;pt;1;R$ 19.90
Heliod, the Radiant Dawn;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424af3203ffa-1s7il-13z6o-12540716216424af320403f.jpg;não;pt;1;R$ 3.00
Orthion, Hero of Lavabrink;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6425a69133095-6cvrj-boevn-12020873296425a691330e1.jpg;não;pt;1;R$ 10.00
Breach the Multiverse;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424a55de4571-40bcx-bt3e7-12322159516424a55de45b8.jpg;não;pt;2;R$ 21.60
Surrak and Goreclaw;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6425a69d6fa98-93k0t-7bk14-9801256656425a69d6fadf.jpg;não;pt;1;R$ 65.00
Drana and Linvala;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424a56295e3a-3qhmd-wjn19-3092380166424a56295e84.jpg;não;pt;1;R$ 14.90
Ghalta and Mavren;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424a5688792a-sgz51-jdf4e-14029200696424a5688796a.jpg;não;pt;1;R$ 5.50
Tribute to the World Tree;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/642741998f779-4g7ub-fvzyu-343332002642741998f7b9.jpg;não;pt;2;R$ 39.00
Polukranos Reborn;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6424af3cc1934-zc8fy-6rma2-14859979966424af3cc1980.jpg;não;pt;1;R$ 3.25
Rundvelt Hordemaster;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6304f1545f139-uwrhj-ozts9-17533270606304f1545f178.jpg;não;pt;1;R$ 12.73
Defiler of Vigor;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6303a0df58a88-p1yj4-xrovk-169051496303a0df58ac7.jpg;não;pt;1;R$ 8.50
Leaf-Crowned Visionary;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/630795cab2ed2-89wqo-v1owh-1125934140630795cab2f11.jpg;não;pt;1;R$ 27.50
Ratadrabik of Urborg;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6304f151751e9-rgc3v-ochnb-10772393576304f1517522a.jpg;não;pt;1;R$ 2.20
Vodalian Hexcatcher;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/630795fc8e8a5-difjs-ap8y1-1171945476630795fc8e8e4.jpg;não;pt;2;R$ 36.00
Braids, Arisen Nightmare;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/62ffc89e1021a-x4brf-tix3z-60627598062ffc89e10258.jpg;não;pt;2;R$ 20.90
The Cruelty of Gix;Dominaria United(DMU);https://repositorio.sbrauble.com/arquivos/in/magic/479947/6309f9d16761e-6c0b4-pl6fc-11711551036309f9d16765d.jpg;não;pt;1;R$ 11.00
Baru, Wurmspeaker;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e6019f1cb-m5fcx-gywmp-13070301606308e6019f20a.jpg;não;pt;2;R$ 2.00
Rosnakht, Heir of Rohgahh;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e60a33c7f-5y4qj-5q0he-14611768646308e60a33cbe.jpg;não;pt;3;R$ 3.20
Emperor Mihail II;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e60353c90-g6l7h-yek7z-4891460916308e60353cd1.jpg;não;pt;2;R$ 6.00
Activated Sleeper;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e5ffe241a-2dxh4-1oq3j-15161984326308e5ffe245a.jpg;não;pt;1;R$ 3.95
Historian's Boon;Dominaria United Commander(DMC);https://repositorio.sbrauble.com/arquivos/in/magic/479948/6308e606b4ffe-ksjrq-pimwn-9678534226308e606b504a.jpg;não;pt;1;R$ 3.95
Firemane Commando;March of the Machines Commander(MOC);https://repositorio.sbrauble.com/arquivos/in/magic/480190/642dc864f3c03-xg8yd-2i74q-1211569537642dc864f3c4c.jpg;não;pt;1;R$ 29.00
Liliana's Talent;March of the Machines Commander(MOC);https://repositorio.sbrauble.com/arquivos/in/magic/480190/642dc8d89689f-1t9ms-c4ohu-1686365620642dc8d8968e7.jpg;não;pt;1;R$ 2.95
Ancient Imperiosaur;March of the Machines(MOM);https://repositorio.sbrauble.com/arquivos/in/magic/480189/6427416fab348-1ehij-e8rkw-4898281796427416fab392.jpg;não;pt;1;R$ 2.15
Myojin of Night's Reach;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168bc89b72-2f9si-0it4x-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 10.50
Midnight Reaper;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168b915283-ftg8u-b1xem-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 1.90
Kalastria Highborn;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168a6de892-gl0ry-37byk-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 4.50
Taurean Mauler;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216924c9bb6-cqrvh-ep8q3-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 4.50
Lathliss, Dragon Queen;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672168ac46fba-bf0mj-jh4na-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 24.00
Rampaging Baloths;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216901efb1e-0xky6-7vmbz-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.50
Halana and Alena, Partners;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67200022b37bb-g7efs-438i6-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 5.40
Drogskol Reaver;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216868b79c9-16fds-ldwt1-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.40
Arcanis the Omnipotent;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721682d054bd-yqr1i-9htv2-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.90
River's Rebuke;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721690d00057-ai83h-2csw3-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 3.75
Rune-Scarred Demon;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480601/6725460aea711-0cr1u-k1gs8-f470ea843f79786b646179a35f39cf66.jpg;não;en;1;R$ 1.95
Wilt-Leaf Liege;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/672169405d505-kcpoz-8wxok-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.00
Basilisk Collar;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216838ed258-7jb9e-gv381-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 6.50
Wishclaw Talisman;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721694225a25-ktoiy-mnwz1-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 14.90
Regal Caracal;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/67216907b10e8-axmui-gcs7z-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 1.90
Fumigate;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721687f67f00-5ja8o-89clt-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 2.25
Charming Prince;Fondations(FON);https://repositorio.sbrauble.com/arquivos/in/magic/480609/6721684077609-da7pq-1k8mb-a47573e568e5a8d320ab76d2ae0188c6.jpg;não;en;1;R$ 4.75
Thrun, Breaker of Silence;Phyrexia: All Will Be One(ONE);https://repositorio.sbrauble.com/arquivos/in/magic/480158/63d3ad942276c-5zqno-3r0np-157479869363d3ad94227ba.jpg;não;en;1;R$ 2.25
Werewolf Pack Leader;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479855/60dc94554707b-gmf80-cbwdt-114486705760dc9455470c5.jpg;não;en;1;R$ 10.00
Jaheira, Friend of the Forest;Commander Legends(CLB);https://repositorio.sbrauble.com/arquivos/in/magic/479911/628cbb5fa4def-bcos9-3idco-1811780430628cbb5fa4e32.jpg;não;en;2;R$ 21.75
Nadaar, Selfless Paladin;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479855/60d4a46f8614d-avugo-mk2ws-159496864460d4a46f86198.jpg;não;en;1;R$ 2.20
Wizards of Thay;Commander Legends(CLB);https://repositorio.sbrauble.com/arquivos/in/magic/479911/62866b64c5223-uqtl6-civae-190474332362866b64c5265.jpg;não;en;1;R$ 1.50
Glorious Sunrise;Innistrad Crimson Vow (VOW);https://repositorio.sbrauble.com/arquivos/in/magic/479876/6182cf5a37d53-sd0ag-2zrx9-17338919266182cf5a37d9e.jpg;não;pt;1;R$ 2.75
Topiary Stomper;Streets of New Capenna(SNC);https://repositorio.sbrauble.com/arquivos/in/magic/479899/6255cdf176475-qouy3-lnskv-18181320346255cdf1764bb.jpg;não;pt;1;R$ 5.40
Orb of Dragonkind;Adventures in the Forgotten Realms (AFR);https://repositorio.sbrauble.com/arquivos/in/magic/479855/60dc954ef3f02-poauf-zd84u-204859665160dc954ef3f68.jpg;não;en;1;R$ 7.12
